long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
0,14.55,7.02,1,1,1,1,Male
0,14.83,6.12,0,1,1,1,Male
0,12.27,6.05,1,0,1,1,Male
1,13.49,5.83,0,1,1,1,Female
0,13.72,6.32,1,1,1,1,Male
1,11.64,5.58,0,0,0,0,Female
1,12.63,5.99,1,1,0,0,Female
1,13.65,6.57,0,1,1,0,Male
1,12.15,4.77,1,0,0,0,Female
1,12.79,6.05,0,0,0,1,Female
0,12.46,5.58,0,0,0,1,Female
1,14.48,6.74,0,0,1,0,Male
1,13.18,4.52,0,1,0,0,Female
1,14.4,6.45,0,1,0,1,Female
0,13.46,5.79,0,1,1,0,Female
0,13.34,5.7,0,1,1,1,Male
1,15.75,5.89,0,0,0,1,Female
0,15.37,5.95,0,1,1,1,Male
0,13.95,6.56,1,0,1,0,Male
0,14.45,6.09,1,0,1,1,Male
0,13.41,5.53,0,0,1,0,Male
1,14.49,6.75,1,1,1,1,Male
0,15.68,5.42,1,0,1,0,Male
1,14.43,5.31,1,0,0,0,Female
0,13.92,5.49,1,0,1,0,Male
1,14.29,5.67,0,0,1,1,Female
1,14.9,5.09,0,0,0,0,Female
0,14.51,7.26,1,1,1,1,Male
1,14.28,6.66,0,0,1,1,Female
1,11.59,5.47,0,0,1,0,Female
0,11.95,5.01,0,1,0,0,Female
0,12.2,5.87,0,0,0,0,Female
0,13.62,6.36,0,0,1,1,Male
1,13.03,6.29,1,0,1,0,Female
1,13.73,6.65,1,1,1,1,Male
1,13.15,5.97,0,0,1,1,Female
1,13.59,5.76,0,0,0,0,Female
0,14.86,5.83,0,0,1,0,Male
1,14.09,5.82,0,0,1,1,Female
0,14.82,6.14,0,0,1,1,Female
1,12.98,5.74,1,1,0,1,Female
0,13.74,5.71,1,0,0,1,Male
1,13.61,5.26,0,0,1,0,Female
0,14.3,6.75,1,1,1,0,Male
1,12.32,6.22,1,0,0,1,Female
0,14.19,6.05,1,1,1,1,Male
0,13.86,6.34,0,0,1,1,Male
1,11.79,6.41,0,0,1,0,Female
0,11.51,5.13,0,0,0,0,Female
0,12.69,6.69,0,1,1,1,Male
0,14.04,6.6,1,1,0,1,Male
0,14.13,6.59,0,0,0,1,Female
1,14.13,6.26,1,0,1,1,Male
1,15.01,6.33,0,0,1,0,Female
0,12.9,5.32,0,0,1,0,Female
1,12.86,5.08,0,1,0,1,Female
1,10.43,5.58,0,0,0,0,Female
1,15.3,6.02,0,0,0,1,Male
1,13.85,5.44,0,0,0,1,Female
1,14.21,5.96,0,0,0,1,Male
1,12.17,5.6,1,0,0,0,Female
1,15.24,5.59,1,0,1,1,Male
1,14.05,5.98,0,1,1,1,Female
0,15.28,6.64,1,1,1,1,Male
0,13.9,6.01,0,1,1,1,Male
0,13.25,6.48,0,0,0,0,Female
1,13.76,6.59,1,0,0,1,Female
1,12.05,5.41,0,1,0,0,Female
1,12.75,5.99,0,1,0,1,Female
1,11.27,6.33,1,1,1,0,Male
0,10.43,5.56,0,0,0,0,Female
0,13.54,6.17,0,1,1,0,Male
1,12.94,5.79,0,0,0,1,Male
0,14.6,5.75,1,1,1,0,Female
1,13.43,5.97,1,0,1,0,Male
0,13.95,6.02,1,1,1,1,Male
0,12.63,5.73,0,1,1,1,Male
1,14.32,5.93,0,1,0,0,Male
1,13.97,5.38,1,1,1,0,Female
1,13.32,5.96,0,0,0,1,Female
1,14.11,4.93,1,1,0,0,Female
1,12.7,6.15,0,1,0,1,Female
0,15.24,6.79,1,1,0,1,Male
0,15.87,6.72,1,1,0,0,Male
1,13.21,6.34,1,0,1,1,Female
1,11.8,6.02,0,0,0,0,Female
1,11.66,5.29,0,1,0,1,Female
0,14.71,6.19,1,0,1,1,Male
0,12.59,4.98,0,1,0,0,Female
0,12.83,6.25,0,1,0,0,Female
1,12.64,5.63,0,1,0,1,Female
1,14.43,6.22,0,1,1,1,Male
0,13.02,6.33,1,0,1,1,Male
0,16.14,6.52,1,1,1,1,Male
1,13.66,6.63,1,0,1,1,Male
1,13.69,5.54,0,1,1,1,Male
0,13.65,5.76,0,1,1,0,Male
1,13.36,6.85,1,1,1,0,Male
0,13.27,6.27,1,1,0,1,Male
0,12.32,5.81,0,1,1,1,Female
1,12.48,5.7,0,0,0,0,Female
0,13.21,6.17,1,0,1,1,Male
0,15.95,6.58,1,1,1,0,Male
0,12.31,5.26,0,1,0,0,Female
0,14.93,6.31,1,1,1,0,Male
1,15.18,6.42,1,0,1,1,Male
0,15.83,6.5,0,1,1,0,Male
0,11.55,5.65,1,1,0,0,Female
1,14.45,6.11,1,0,1,0,Female
1,12.83,5.67,0,1,1,0,Female
1,12.27,6.06,1,1,0,1,Female
0,11.4,5.47,1,0,0,0,Female
0,13.55,6.15,1,0,1,1,Male
1,12.83,6.0,1,0,0,1,Female
0,14.04,6.64,1,0,1,1,Male
1,13.28,7.1,1,1,1,1,Male
1,12.68,5.98,0,0,1,0,Female
1,12.51,5.71,0,1,1,1,Female
0,13.45,5.68,1,1,1,0,Male
0,13.75,7.1,0,1,0,0,Male
0,12.87,5.78,0,1,1,1,Male
1,15.73,6.15,0,1,0,0,Female
1,11.64,6.33,1,0,0,0,Female
0,13.18,5.48,1,1,1,1,Female
1,11.23,5.09,1,0,0,0,Female
0,11.0,5.39,0,1,0,0,Female
1,12.69,5.95,1,1,1,1,Male
0,13.17,6.53,0,0,0,1,Female
0,13.13,6.51,0,0,1,1,Male
0,14.91,6.77,1,1,1,0,Male
1,14.41,6.71,1,1,1,0,Male
1,12.05,5.53,0,0,0,1,Female
1,14.5,6.11,0,0,1,0,Female
1,13.93,6.79,0,0,0,0,Female
0,14.69,6.38,1,1,0,1,Male
0,14.14,6.02,1,0,1,1,Male
0,15.6,6.36,0,1,1,1,Male
0,14.46,5.95,1,1,1,1,Male
0,14.91,6.21,0,0,1,0,Male
0,14.13,6.13,1,0,0,0,Male
1,12.81,5.69,0,0,1,0,Female
1,12.72,5.91,0,0,0,0,Female
1,14.5,4.97,0,0,1,1,Female
1,13.93,5.62,1,1,0,0,Female
0,14.34,6.15,0,0,1,1,Male
1,14.51,6.69,0,1,0,1,Male
1,13.34,5.43,0,1,0,1,Female
0,12.58,5.8,1,0,1,1,Male
0,10.25,5.35,0,1,0,0,Female
1,13.25,6.5,1,0,0,0,Female
1,12.58,4.85,0,0,0,0,Female
0,17.38,6.53,1,0,1,1,Male
1,12.09,5.06,0,0,0,0,Female
1,12.85,5.45,0,0,1,0,Female
1,14.39,5.8,0,0,1,0,Female
1,13.52,7.34,1,1,1,1,Male
1,14.03,6.25,1,0,1,1,Male
1,12.19,5.78,1,1,0,0,Female
0,13.54,5.64,0,1,0,0,Male
1,13.73,6.15,0,0,1,1,Male
1,15.34,6.34,1,0,1,0,Male
0,15.38,7.32,1,1,1,0,Male
0,14.25,5.65,1,1,1,1,Male
0,12.66,6.33,0,1,1,1,Male
1,14.54,5.39,1,0,1,0,Male
0,15.55,6.09,0,1,1,1,Male
0,15.37,6.46,1,1,1,1,Male
1,14.73,6.56,0,1,1,0,Male
1,12.95,5.78,1,1,0,1,Female
0,12.17,6.3,0,0,0,0,Female
0,14.63,6.59,1,1,0,0,Male
0,13.27,5.29,1,0,1,0,Female
1,14.01,6.11,0,0,1,1,Female
0,15.33,5.37,1,1,0,0,Male
0,13.41,6.03,1,1,1,1,Male
0,13.14,6.23,1,1,0,1,Male
1,10.58,5.88,1,0,1,0,Female
1,13.14,5.44,0,0,1,0,Female
0,14.65,6.2,0,1,1,1,Male
0,13.55,6.49,1,0,0,0,Male
0,15.72,6.16,1,0,1,0,Male
1,11.75,5.89,0,0,0,0,Female
1,13.02,5.91,0,0,0,0,Female
1,13.83,5.84,1,0,0,0,Female
1,13.15,5.32,0,1,1,1,Female
0,14.24,6.47,1,1,0,0,Male
0,13.75,7.09,1,0,1,1,Male
0,12.89,6.23,1,1,0,0,Male
0,12.32,6.64,0,0,0,1,Male
0,14.63,6.14,1,0,0,1,Female
0,12.8,5.46,1,1,0,0,Female
1,14.58,6.88,0,1,1,1,Male
1,14.06,5.94,1,0,1,1,Male
0,12.06,4.94,1,0,0,1,Female
0,13.97,5.51,1,0,1,0,Male
0,12.1,5.21,0,0,1,0,Female
0,12.58,6.93,1,1,1,1,Male
0,13.8,6.39,0,1,1,1,Male
1,13.84,6.55,1,1,0,0,Male
0,14.85,6.5,1,0,1,1,Male
1,14.76,6.99,1,1,1,0,Male
0,14.61,6.04,1,0,1,1,Male
0,13.72,6.67,1,1,1,0,Male
1,12.22,5.82,1,1,0,0,Female
1,13.4,5.7,1,0,0,0,Female
1,14.52,6.2,0,0,0,0,Female
1,13.01,4.39,0,1,1,0,Female
1,13.42,5.24,1,0,0,0,Female
1,13.31,6.37,1,0,1,1,Male
0,14.12,5.29,1,1,1,1,Male
1,13.97,6.08,1,0,0,1,Female
1,13.96,7.39,1,1,0,1,Male
1,13.71,5.63,0,0,0,0,Female
1,12.82,5.55,0,1,0,0,Female
0,13.28,6.48,0,0,0,0,Male
1,13.36,6.37,1,1,1,1,Male
0,12.92,6.8,1,1,1,0,Male
1,13.99,5.74,0,1,0,1,Female
0,14.57,6.39,1,1,1,1,Male
1,11.69,6.11,1,1,0,0,Female
0,13.16,5.91,0,0,0,0,Female
1,13.26,5.32,0,0,0,0,Female
0,15.53,6.08,0,0,1,1,Male
1,13.36,6.81,1,0,1,1,Male
1,12.9,6.71,0,1,0,0,Female
1,14.4,7.12,1,1,0,1,Male
0,14.25,5.78,1,1,1,1,Male
1,14.03,5.76,1,1,1,1,Male
1,12.2,5.85,0,1,1,1,Female
1,11.09,5.77,0,0,0,0,Female
0,13.49,7.07,1,1,1,1,Male
1,11.54,6.03,0,1,0,1,Female
0,14.84,5.15,1,1,1,1,Male
1,14.18,6.42,1,0,1,1,Male
1,14.61,4.69,1,0,1,1,Male
0,13.77,6.7,1,1,0,1,Male
1,13.91,4.93,0,1,0,1,Female
1,13.1,5.59,0,1,0,1,Female
1,14.03,6.19,0,0,0,1,Female
1,10.68,6.34,1,1,1,1,Male
0,13.41,5.91,1,0,1,1,Male
0,13.92,6.52,0,1,0,0,Male
1,11.71,5.5,0,0,0,0,Female
0,13.73,6.77,0,1,1,0,Male
0,14.48,4.87,0,0,0,0,Female
1,12.44,6.08,0,0,0,0,Female
1,13.63,5.46,0,0,0,0,Female
1,11.48,5.44,1,1,0,1,Female
1,13.18,5.14,0,0,1,0,Female
1,13.67,6.08,0,1,0,1,Female
0,15.28,6.47,1,1,1,1,Male
0,14.37,7.19,1,1,0,0,Male
1,13.72,5.75,0,1,0,1,Female
1,10.07,5.61,0,0,0,0,Female
0,13.29,6.23,1,1,1,1,Male
1,13.35,5.45,0,1,0,0,Female
1,13.72,6.15,0,1,0,0,Female
0,12.61,7.08,1,1,1,1,Male
1,11.28,5.16,1,1,0,0,Female
1,13.53,5.49,0,0,0,0,Female
0,12.92,5.34,1,0,0,1,Female
0,14.96,6.45,0,0,1,1,Male
0,12.33,6.15,1,1,1,1,Male
1,13.42,5.65,1,1,0,0,Male
1,14.92,5.68,1,0,0,0,Female
1,13.15,6.02,1,0,0,0,Female
0,12.97,6.31,1,1,1,0,Male
1,12.81,5.57,1,1,0,0,Female
1,13.42,6.64,0,0,1,0,Female
1,14.02,5.61,1,0,1,1,Female
1,11.53,6.11,1,1,0,1,Female
0,13.01,6.67,0,1,0,1,Female
0,13.62,6.19,0,1,1,1,Male
1,12.76,5.01,1,0,0,1,Female
0,14.44,5.96,0,0,1,1,Male
1,13.49,5.39,0,1,1,0,Female
0,12.49,5.49,0,1,1,1,Male
1,12.19,6.69,0,1,0,0,Female
0,13.86,6.61,1,1,1,0,Male
0,13.02,5.85,0,0,0,1,Female
0,14.11,6.29,0,0,1,0,Male
0,12.73,5.55,0,0,0,0,Female
0,14.12,5.81,0,1,1,1,Male
0,14.78,5.86,0,0,0,1,Female
0,13.88,6.11,0,1,1,0,Male
0,12.84,6.25,1,0,1,1,Male
1,14.16,5.86,1,0,0,1,Female
1,12.04,6.55,1,0,0,0,Female
0,15.42,6.8,1,1,1,1,Male
1,15.43,6.66,0,0,0,0,Female
0,14.11,6.18,1,1,1,0,Male
1,12.72,6.6,1,1,1,1,Male
0,12.77,7.03,1,0,1,0,Male
1,11.52,6.29,0,1,0,1,Female
1,14.34,6.08,1,0,1,0,Male
0,13.63,6.99,1,1,0,1,Male
1,13.33,6.08,0,1,0,0,Female
1,12.25,5.85,0,1,0,1,Female
1,11.88,5.63,0,1,0,0,Female
1,12.52,4.45,1,0,0,1,Female
0,12.9,6.22,1,0,1,0,Male
0,13.37,5.87,0,1,1,1,Male
1,15.21,5.46,1,1,1,1,Male
0,13.19,6.04,1,1,0,0,Male
1,13.86,5.39,0,1,0,0,Female
0,14.23,6.33,0,1,1,1,Male
0,15.3,6.99,0,1,1,1,Male
1,13.21,6.23,0,1,0,1,Female
0,13.94,5.92,0,1,0,0,Male
0,13.52,6.94,1,0,0,1,Male
0,13.34,6.41,1,0,1,1,Male
1,13.76,6.78,1,1,1,0,Male
0,13.57,5.77,0,0,1,1,Male
0,14.55,6.82,0,1,1,1,Male
1,13.93,5.66,0,0,0,0,Female
1,12.3,4.61,0,0,1,0,Female
0,15.26,5.9,1,0,0,0,Male
0,15.86,6.28,1,1,1,1,Male
1,14.22,5.84,1,0,0,0,Female
1,15.1,6.42,0,1,1,1,Male
0,13.65,6.6,1,0,1,1,Male
0,15.19,6.81,0,0,1,0,Male
1,13.14,7.1,0,0,0,0,Female
1,15.01,5.72,1,1,1,1,Male
1,11.76,6.17,0,0,0,0,Female
0,13.33,6.14,0,0,1,1,Male
1,13.08,6.51,1,0,0,0,Female
0,13.01,6.22,0,0,1,0,Female
0,15.53,6.81,0,1,0,1,Male
0,12.78,5.73,0,0,0,0,Female
0,14.79,6.3,1,0,1,0,Male
1,12.86,5.93,0,1,0,0,Female
1,13.72,5.92,1,0,1,1,Male
1,15.32,6.03,0,0,0,0,Male
1,15.34,5.8,1,1,0,1,Female
0,12.78,7.02,0,1,1,1,Male
0,13.08,6.26,1,0,1,0,Male
1,12.1,5.77,1,1,1,0,Female
0,14.34,6.43,1,1,1,1,Male
0,14.29,6.71,1,0,1,0,Male
1,12.12,5.74,0,0,0,1,Female
1,13.39,5.75,0,1,1,0,Female
0,13.05,6.69,0,1,0,0,Male
0,12.78,5.78,1,1,0,0,Male
0,14.28,5.46,0,0,0,0,Female
0,12.91,5.73,0,0,0,1,Female
1,12.43,5.47,0,1,1,1,Male
0,11.82,5.17,0,1,1,0,Female
0,15.4,5.42,1,1,0,1,Male
1,15.56,6.81,0,0,0,1,Male
1,14.19,6.75,1,1,1,1,Male
0,14.63,6.55,0,1,1,1,Male
1,15.37,5.96,1,1,1,1,Male
1,12.89,5.6,1,0,0,1,Female
0,14.55,5.11,1,0,0,0,Female
1,13.23,6.22,1,0,0,0,Female
1,11.65,5.88,1,1,0,0,Female
0,14.19,6.65,1,0,0,1,Male
0,15.3,6.32,1,1,1,0,Male
0,14.22,7.03,0,1,1,1,Male
0,12.52,6.68,0,1,0,1,Male
1,14.48,4.95,1,0,1,0,Female
0,13.05,5.5,0,0,1,1,Male
0,15.25,6.16,1,1,1,1,Male
1,12.05,5.86,0,0,1,1,Female
1,11.47,4.95,0,0,0,0,Female
0,13.13,5.79,0,0,1,0,Female
1,13.34,4.86,0,1,0,0,Female
1,14.51,6.83,1,1,1,1,Male
0,14.42,6.54,1,0,0,1,Male
0,11.27,5.27,0,0,0,1,Female
0,14.12,5.5,1,1,0,1,Male
0,12.88,6.33,1,0,1,0,Male
0,14.17,6.78,1,1,0,1,Male
1,12.53,5.95,1,1,0,0,Female
1,12.82,5.53,1,1,1,1,Male
1,12.39,5.1,0,1,0,0,Female
0,15.07,6.82,1,1,1,1,Male
1,14.0,6.2,1,0,0,1,Male
0,14.18,5.84,0,0,0,1,Male
0,13.79,5.13,0,1,1,1,Female
0,14.57,5.83,1,1,0,0,Male
1,14.69,5.24,0,0,0,0,Female
1,13.37,5.96,0,1,0,0,Female
1,13.52,6.66,0,1,0,0,Female
0,13.58,5.67,1,0,1,1,Male
0,14.02,6.43,1,1,1,1,Male
0,13.41,6.72,1,0,1,1,Male
0,14.33,6.3,1,1,1,1,Male
0,11.58,5.13,0,0,0,0,Female
1,15.45,5.58,0,0,0,0,Female
1,14.46,6.57,0,1,0,0,Female
0,13.28,6.22,0,1,1,1,Male
1,13.06,6.26,0,1,0,0,Female
0,14.46,6.34,1,0,0,0,Male
0,12.54,6.24,0,1,0,0,Female
0,14.46,7.5,1,0,1,0,Male
1,14.56,6.36,1,0,1,0,Male
0,10.46,5.62,0,1,0,0,Female
1,12.21,6.24,0,1,1,1,Female
1,11.54,4.87,0,0,0,1,Female
1,14.48,5.88,0,1,1,0,Female
0,13.03,5.69,1,0,1,1,Male
1,11.6,4.7,0,0,1,0,Female
1,14.29,5.26,1,0,0,0,Female
1,13.95,4.78,0,0,1,0,Female
0,15.3,6.35,1,0,0,0,Male
0,14.01,6.9,1,0,0,0,Male
1,12.42,5.8,0,1,1,0,Female
0,12.36,6.18,1,0,0,1,Male
1,11.77,5.18,0,0,1,1,Female
0,13.41,6.79,1,0,1,1,Male
1,13.88,5.64,0,1,1,1,Male
1,12.14,6.5,1,1,1,1,Male
0,14.49,5.89,1,1,1,1,Male
1,12.46,5.2,0,1,1,0,Female
1,12.79,5.81,0,1,0,1,Female
1,15.04,5.91,0,0,0,0,Female
0,12.92,6.58,0,0,1,0,Male
1,11.96,6.03,1,1,0,0,Female
1,13.58,5.94,0,0,0,1,Female
1,12.86,5.65,1,0,0,1,Female
0,13.25,7.23,1,1,1,0,Male
0,14.66,5.54,1,1,1,1,Male
1,16.6,7.15,1,1,0,1,Male
0,12.62,5.73,0,0,1,1,Female
1,13.16,6.26,0,0,0,0,Female
0,14.73,6.03,0,0,1,0,Female
0,14.03,5.95,1,0,0,0,Male
0,13.65,6.54,0,0,0,1,Male
1,15.09,6.29,0,0,0,1,Female
1,14.22,6.54,0,0,1,1,Male
0,14.91,6.03,0,0,0,1,Male
0,13.69,8.11,0,0,1,1,Male
0,15.33,6.9,0,1,0,1,Male
1,14.33,5.72,0,0,0,1,Female
1,13.03,6.12,1,1,1,0,Male
0,16.18,5.99,1,0,1,1,Male
0,12.18,6.16,1,1,1,1,Male
0,13.26,6.84,1,1,0,0,Male
0,12.52,5.24,0,0,1,0,Female
0,14.44,7.01,0,0,0,0,Female
0,15.81,6.57,0,0,1,0,Male
1,15.49,6.46,1,1,1,1,Male
1,13.67,5.91,1,1,0,0,Male
0,16.43,5.75,1,0,1,0,Male
1,14.37,7.02,1,1,1,0,Male
0,14.98,6.48,1,0,0,1,Male
1,12.17,5.27,0,1,0,1,Female
0,13.95,5.65,1,1,1,0,Male
1,12.2,5.95,0,0,0,1,Female
0,12.12,5.56,1,0,0,0,Female
0,14.61,6.6,1,1,1,1,Male
0,13.08,6.15,0,0,0,1,Female
0,13.33,5.79,0,1,0,1,Female
1,13.23,6.76,0,0,0,1,Female
1,11.91,6.27,0,1,0,1,Female
1,14.61,5.94,0,0,0,0,Female
0,13.89,5.23,0,1,1,0,Female
0,15.15,7.47,1,1,1,1,Male
1,12.47,5.94,1,0,1,0,Female
1,13.42,5.29,0,1,0,0,Female
1,13.2,6.35,1,0,0,0,Female
0,15.49,5.91,1,1,1,1,Male
0,14.16,5.38,0,1,1,1,Female
0,14.27,6.39,1,1,1,1,Male
1,11.48,6.07,0,0,1,0,Female
0,11.88,5.42,0,1,1,1,Male
1,13.31,5.79,1,1,1,1,Male
1,12.39,6.24,0,0,0,0,Female
1,13.41,5.48,0,1,1,0,Female
0,14.52,6.29,1,1,1,1,Male
1,14.06,5.32,0,0,1,0,Female
0,13.12,5.81,0,1,0,1,Male
0,13.41,6.31,1,0,1,0,Male
0,15.55,6.96,1,0,0,0,Male
1,13.37,6.38,0,1,1,0,Male
1,14.1,5.55,1,1,0,0,Male
1,13.63,5.33,0,1,0,0,Female
1,14.84,6.59,0,1,1,1,Male
0,13.46,6.19,0,1,1,1,Male
0,13.09,5.75,1,0,0,0,Female
0,12.32,5.99,1,0,1,1,Male
0,11.31,5.35,1,0,0,1,Female
1,12.23,5.27,0,1,0,0,Female
0,13.24,6.47,0,1,0,0,Female
1,16.11,5.87,1,1,1,0,Male
0,11.94,6.76,1,1,0,1,Male
1,13.2,6.19,1,0,1,1,Male
1,12.14,6.57,1,1,0,0,Female
0,13.63,5.7,0,1,1,0,Male
1,12.69,5.48,0,1,0,0,Female
0,13.04,6.94,0,0,1,1,Male
1,13.39,5.69,0,1,0,1,Female
0,13.71,5.9,1,1,1,1,Male
0,15.95,6.54,1,1,1,1,Male
1,14.08,5.64,1,0,1,0,Male
1,15.6,4.2,0,1,1,1,Female
1,11.87,5.26,0,0,0,0,Female
1,15.11,6.21,1,0,1,1,Male
1,11.2,6.57,1,1,0,1,Male
1,13.36,5.99,1,1,0,1,Female
0,13.52,5.31,1,0,1,0,Female
1,12.56,5.94,1,0,1,1,Female
1,15.76,6.79,0,1,1,1,Male
1,13.06,6.15,0,0,0,0,Female
0,13.53,5.2,0,0,0,1,Male
1,13.25,4.53,0,0,0,1,Female
0,12.99,5.32,0,1,1,0,Male
1,12.98,5.27,0,0,0,1,Female
0,12.98,6.58,0,1,1,1,Female
1,14.07,5.98,0,0,0,0,Female
1,13.96,6.1,0,0,0,1,Female
1,14.58,6.22,1,0,0,0,Female
0,14.63,6.45,1,0,1,0,Male
1,13.91,5.76,1,1,0,0,Female
1,13.6,6.34,0,1,0,1,Female
1,12.11,5.76,0,1,0,0,Female
1,14.75,6.0,1,1,1,1,Male
0,14.05,5.99,1,0,0,1,Female
0,14.62,6.48,0,1,1,0,Male
1,13.44,6.36,0,1,0,0,Female
1,13.87,6.37,0,1,1,0,Female
1,16.0,7.47,0,1,0,1,Male
1,12.86,6.28,1,1,0,1,Female
1,15.14,6.8,0,1,1,1,Male
0,14.29,6.19,1,0,1,1,Male
1,12.12,5.09,0,1,0,0,Female
1,12.33,6.31,1,0,0,1,Male
0,13.8,5.46,0,1,0,1,Female
1,13.64,5.87,1,1,1,1,Female
0,13.15,5.8,0,0,1,0,Male
0,15.74,6.65,0,0,1,1,Male
0,13.79,6.11,1,0,1,1,Male
0,13.0,6.31,1,1,1,0,Male
1,12.63,5.47,0,1,1,1,Female
1,14.12,5.66,0,0,1,0,Female
1,15.43,6.87,0,1,1,1,Male
0,13.0,5.81,0,0,1,1,Female
0,12.58,6.08,1,0,1,0,Female
1,12.61,5.92,0,0,1,0,Female
1,13.11,5.54,0,0,1,0,Female
0,14.53,5.59,1,0,1,1,Male
0,12.97,6.43,1,0,0,1,Male
1,12.78,5.74,1,1,0,0,Female
0,14.94,6.25,0,1,1,0,Male
0,13.81,6.54,1,1,1,0,Male
0,13.23,6.69,0,1,1,1,Male
1,13.01,5.59,1,0,1,1,Female
0,12.69,5.24,1,0,0,0,Female
0,12.09,6.42,0,1,0,0,Female
0,12.77,6.56,1,1,1,0,Male
1,12.16,5.09,1,0,1,0,Female
1,13.25,6.1,0,0,0,0,Female
0,13.88,6.55,0,0,1,0,Male
0,13.04,6.19,0,0,0,0,Female
1,13.46,5.35,1,0,1,1,Female
0,14.87,5.81,0,1,0,1,Male
0,14.61,5.96,0,0,1,1,Male
1,14.42,6.05,0,0,1,1,Male
1,14.76,5.93,0,0,1,1,Female
1,12.87,5.35,0,1,0,0,Female
0,13.04,5.28,0,0,1,1,Female
0,14.65,6.2,1,0,1,0,Male
0,15.47,6.1,1,1,1,1,Male
1,12.38,6.17,0,1,1,1,Female
1,12.38,5.15,1,0,0,1,Female
0,13.4,7.13,1,1,0,1,Male
0,15.24,5.98,0,0,1,1,Male
1,14.1,6.24,1,1,1,1,Male
1,15.73,6.52,1,1,1,1,Male
0,13.52,6.66,0,0,0,1,Female
0,14.24,6.4,1,0,0,0,Male
1,12.37,5.47,0,0,1,0,Female
0,14.46,5.23,0,1,0,1,Female
1,12.75,6.2,1,0,0,1,Female
0,14.09,5.58,1,1,0,1,Male
0,13.93,5.9,1,0,0,1,Male
0,14.73,6.81,0,1,0,1,Male
1,13.81,6.13,0,1,0,1,Male
1,12.44,5.94,0,0,0,1,Female
1,14.01,6.03,1,0,1,1,Male
0,12.92,6.23,1,0,1,1,Male
0,12.11,5.98,0,1,0,0,Female
0,14.73,6.22,1,0,1,1,Male
0,11.03,5.51,0,0,1,0,Female
1,11.53,5.79,1,0,0,0,Female
1,14.36,5.73,0,0,0,1,Female
0,13.02,5.63,0,0,0,1,Female
1,13.5,5.79,0,0,0,0,Female
0,13.54,6.33,1,0,1,0,Female
1,13.06,6.24,0,1,0,0,Female
0,12.93,5.11,0,0,0,0,Female
0,13.92,6.8,1,0,1,1,Male
0,13.39,5.78,1,1,1,0,Male
0,12.16,5.82,1,0,1,1,Male
1,13.56,6.14,0,0,1,1,Male
1,12.38,5.95,0,1,0,1,Female
1,14.23,5.67,1,1,0,0,Male
1,12.27,5.51,0,0,0,1,Female
0,15.11,6.0,1,1,0,0,Male
0,15.6,6.77,1,0,1,1,Male
0,14.68,6.56,1,0,0,1,Male
1,13.32,6.35,0,1,1,1,Female
1,15.51,6.97,1,1,1,1,Male
1,13.29,6.69,0,1,1,1,Female
0,14.89,5.65,0,0,0,0,Female
0,15.32,5.71,1,1,0,1,Male
1,13.45,5.38,1,1,1,1,Male
0,12.13,6.07,1,1,1,1,Male
0,12.5,5.97,0,0,0,1,Female
0,15.73,6.69,0,1,1,0,Male
0,11.83,5.8,1,1,1,0,Female
0,15.14,5.01,1,0,1,0,Female
0,14.03,6.24,1,1,0,0,Male
1,13.49,5.78,1,1,1,0,Male
0,12.33,5.6,0,0,0,0,Female
0,13.5,6.05,0,0,0,0,Female
1,11.84,5.59,1,1,1,0,Female
0,12.58,6.71,0,0,1,0,Male
0,14.32,5.58,0,1,0,1,Female
0,15.07,5.44,0,1,0,1,Male
1,11.61,5.81,0,0,0,1,Female
1,13.21,4.62,1,1,0,0,Female
1,12.75,6.11,1,0,0,1,Male
1,13.59,5.26,0,0,1,0,Female
0,15.57,6.59,0,1,1,1,Male
1,14.65,6.52,0,1,1,1,Male
0,12.55,5.18,0,1,0,1,Female
1,14.89,6.09,1,1,1,1,Male
0,14.42,6.51,1,1,1,1,Male
1,11.08,5.36,1,0,0,0,Female
0,14.66,7.2,1,1,1,1,Male
0,13.45,6.59,1,1,1,1,Male
0,12.59,5.84,0,0,0,1,Male
1,10.99,5.26,1,0,0,0,Female
0,15.24,6.32,0,1,1,0,Male
1,14.51,5.48,0,1,0,0,Female
1,13.26,5.12,0,0,1,0,Female
0,15.68,6.1,0,0,1,0,Male
0,14.0,5.83,1,1,0,1,Male
0,13.18,5.77,1,1,0,1,Male
1,13.1,4.47,0,1,0,0,Female
1,13.45,7.45,0,1,1,0,Male
1,13.38,6.57,0,0,1,0,Male
1,14.43,5.5,1,1,1,0,Male
1,12.4,5.94,0,1,1,1,Male
0,12.56,5.99,1,1,1,1,Male
0,13.22,5.0,1,1,0,0,Female
1,13.52,6.7,0,1,0,0,Female
0,14.34,6.48,1,0,1,0,Male
0,15.88,6.64,1,1,0,1,Male
0,14.1,6.85,1,0,0,1,Male
0,14.6,6.56,1,0,1,0,Male
0,14.0,5.67,0,0,1,1,Female
0,14.77,5.77,0,1,0,1,Male
0,13.11,4.94,1,1,0,1,Female
1,13.33,5.89,0,1,1,0,Female
0,13.89,6.73,0,1,0,1,Male
1,12.72,6.17,1,1,0,0,Female
1,13.27,6.07,1,0,1,0,Female
0,13.47,5.3,1,1,0,0,Female
0,13.73,6.27,0,0,0,0,Female
1,14.47,6.34,1,0,0,1,Male
